observation_id,task_id,task_version,category,workload,tags,font_id,font_family,font_size_px,margin_px,line_gap_px,width,height,patch_columns,patch_rows,patches,estimated_image_tokens,image_sha256,font_sha256,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,instruction_sha256,payload_sha256,completed_at
reference_001:atkinson-hyperlegible:11px:282e23f9eaf3,reference_001,1,reference_resolution,noncoding,reference;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,127,49,4,2,8,9.6,282e23f9eaf35f0d8c1e192522a570ba48872145704eacfd737cbf57aa511843,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-43ad-7e01-a4a0-55c2d28d5719,5437,0,,True,1.0,5.50,"""5.50""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12930, ""output_tokens"": 66, ""reasoning_output_tokens"": 57}",ae4ac98c5b20b804e03ce6e324f7af68d0849555e9c4b1074d0011beb71ca01e,533a0f8192cf59a70bcbc9cc1ba905b4f00aacf7eb8be13ac4807786b4257257,2026-09-05T01:51:19.440181+00:00
reference_002:atkinson-hyperlegible:11px:2838db8dc764,reference_002,1,reference_resolution,noncoding,relative_position;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,96,61,3,2,6,7.199999999999999,2838db8dc764df663fbe91923e688c470636a7f2b3ccf8d9f670123a18d72d5b,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-4653-7333-aecc-714dfbb55432,3971,0,,True,1.0,Bea,"""Bea""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12920, ""output_tokens"": 51, ""reasoning_output_tokens"": 43}",5ed7a2a13759eb9129547d92cb028dd3cd2150ef6c2a1dfa93d735ce6ae50f9b,8305e113276491cf35300814f1e031cf63868563c738b350ff0861140de4df3f,2026-09-05T01:51:18.586529+00:00
ocr_control_001:atkinson-hyperlegible:11px:aec84b6b1a52,ocr_control_001,1,ocr_control,noncoding,confusable_characters;control;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,222,25,7,1,7,8.4,aec84b6b1a522e9cab30283480e3f1869c778b4eec069b6f0101acefef29cbee,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-4d92-7fe1-8402-3fb432eedae8,6924,0,,True,1.0,0O1lI5S8B-7aF2,"""0O1lI5S8B-7aF2""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12920, ""output_tokens"": 93, ""reasoning_output_tokens"": 73}",b63cdb53f20bed5d81f85c4c2dbd201a0bf9a812213f65d963e886034e49f168,e7b81febcee25fa4ba0c0fc264f3812d410d57df9b95ca96bb7f64aa28e4b69e,2026-09-05T01:51:23.248349+00:00
coding_001:atkinson-hyperlegible:11px:9694de031dd5,coding_001,1,coding,coding,python;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,93,121,3,4,12,14.399999999999999,9694de031dd5a382c319a39ad901cc52681ccb62fa65d53ba0e8bc981ca2da36,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-4d9a-73a2-9234-22494d6233f8,5176,0,,False,0.0,"```python
def square(x):
    return x * x
```","""x * x""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12922, ""output_tokens"": 80, ""reasoning_output_tokens"": 60}",8ba513335e1fc6910a417526de3a728fb29afdf42d83d23e96bcbd1fbc874675,8ab916d91724cababdd49695e1fed1ed51b6f48db052d2063f450b346cf43a54,2026-09-05T01:51:21.542919+00:00
coding_002:atkinson-hyperlegible:11px:4ed7673b424b,coding_002,1,coding,coding,javascript;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,159,61,5,2,10,12.0,4ed7673b424b037a76649f4ee0ed23e856de2084a09d3f203322edc14dad712f,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-5582-7d12-864e-6b1efb0430bf,4263,0,,True,1.0,items.length,"""items.length""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12928, ""output_tokens"": 51, ""reasoning_output_tokens"": 43}",387c5d71debf815171e6621b0b959925a6298267d60b76b66e95193e6c0bf56f,003fc1ebfb6d6ad72f31f096ff42750e9dc75f11aa55ae4e8c38a94eca46c10c,2026-09-05T01:51:22.850072+00:00
coding_003:atkinson-hyperlegible:11px:fae8ab2e69cf,coding_003,1,coding,coding,python;code_interpretation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,158,61,5,2,10,12.0,fae8ab2e69cf45f4906a898ba489bdb1e262b8da73b6d35be6c2af1b64a47d3d,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-58cc-71f2-9f49-7f4319511f48,5191,0,,True,1.0,8,"""8""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12934, ""output_tokens"": 56, ""reasoning_output_tokens"": 49}",821887d5d1ad27a9393040cf26933aec877dae507ff5e0b11d4607d35a84eaf0,94c24378b19f9a90681c3dfdfca5983c65b517ffa255a6d674f6dc436d81f947,2026-09-05T01:51:24.632195+00:00
coding_004:atkinson-hyperlegible:11px:714484913e66,coding_004,1,coding,coding,javascript;code_interpretation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,120,61,4,2,8,9.6,714484913e66d7eafea500b00c614ffc36e6899a1a54eb0d74dbd6495cd9a5dd,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-611a-7ae1-b6b8-66e13600b308,4593,0,,True,1.0,12,"""12""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12944, ""output_tokens"": 45, ""reasoning_output_tokens"": 38}",2d6396c1fbf53112437809515b32197ee20df2a34252813864196279b2ea7676,2b16901b9604e982616572bec73d01b6555b3ddcd4782c7b4d4a4ae2d5bdbe76,2026-09-05T01:51:26.137134+00:00
coding_005:atkinson-hyperlegible:11px:36c080be1eb2,coding_005,1,coding,coding,sql;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,220,61,7,2,14,16.8,36c080be1eb2dd83863e23e77830c24babe0984c19375bba44fdab5385e517e0,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-6624-7ac2-8e1e-cd7e157fd7f1,4770,0,,True,1.0,active = 1 AND age >= 18,"""active = 1 AND age >= 18""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12936, ""output_tokens"": 80, ""reasoning_output_tokens"": 65}",94d12f336374db069041b2d3c684eadf79d56a388baf578317d79a62d305e18e,55327d830f4dd2c379c3e6892ef2370014e2244a1c57481389e505709338879b,2026-09-05T01:51:27.621034+00:00
coding_006:atkinson-hyperlegible:11px:d741496dbebf,coding_006,1,coding,coding,shell;command_generation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,152,61,5,2,10,12.0,d741496dbebff4970713b7902bd141f2fa066296558259f9c87ba2637b2c9a7c,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-68c8-7131-b5bf-1eb2f3920959,4420,0,,True,1.0,pwd,"""pwd""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12916, ""output_tokens"": 42, ""reasoning_output_tokens"": 35}",36ccd383581954ea6465423c3620b069e51877980103e50d3d72ded0b12c3c79,b84b53edf091722af237a7453fe4dc5d9b0cdf46df7dde98500e403315f50273,2026-09-05T01:51:27.669246+00:00
coding_007:atkinson-hyperlegible:11px:8584c668de5a,coding_007,1,coding,coding,python;boolean_logic;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,120,61,4,2,8,9.6,8584c668de5a784656973348803a423bf15e256230b5111012291cfc34d5ac32,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-6d29-70f2-a18c-80607fc9eae0,4877,0,,True,1.0,x > 0 and x % 2 == 0,"""x > 0 and x % 2 == 0""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 80, ""reasoning_output_tokens"": 62}",3c6cd8d1e8f26744de97b9b4fc366e529160af89d4f91955b5d363c44ca60c27,9a294ed940d254ccd4ef9625732d870f7510637210ee27e48eaf9c61388b7712,2026-09-05T01:51:29.510513+00:00
coding_008:atkinson-hyperlegible:11px:883e4c9ba663,coding_008,1,coding,coding,python;code_interpretation;comprehension,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,153,25,5,1,5,6.0,883e4c9ba66304296944e789d93c5accbc573cfc07ede705c2c8fc8f956778d0,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-7319-7903-a815-2f1d3d2f2afe,4712,0,,True,1.0,3,"""3""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12924, ""output_tokens"": 50, ""reasoning_output_tokens"": 43}",01d79e41bd6a2775fb32a4c0e4c1b73343d7ff90c9e6bb44154da7f4345cd7eb,358c2e3b46bfca5af2bca92afa8cf11c1b2d97f4f17cab295f4687651d5efa32,2026-09-05T01:51:30.850336+00:00
coding_009:atkinson-hyperlegible:11px:064a9e75270f,coding_009,1,coding,coding,javascript;array_methods;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,150,61,5,2,10,12.0,064a9e75270f3572ff67074735e97ddd1d9b367facf61910090714b5b69a5b0b,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-7968-7053-84fb-7dc244e1c16b,5116,0,,False,0.0,names.map(name => name.toUpperCase()),"""names.map(x => x.toUpperCase())""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12924, ""output_tokens"": 73, ""reasoning_output_tokens"": 58}",427441549ec67521c24299e4d881c29cc06420bb6070c4bf00de0f62ae9eb293,f8ec15dcd126bbfed349f790a8b46ba6d93746d9835096b93fb618d809f55fc4,2026-09-05T01:51:32.738529+00:00
coding_010:atkinson-hyperlegible:11px:8efa70f4b5f1,coding_010,1,coding,coding,javascript;code_interpretation;string,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,96,61,3,2,6,7.199999999999999,8efa70f4b5f1d07ed0afe22975248a642d981265dc5b1df1f96079949ef77f4b,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-79ea-7bb2-8452-74fc245fce96,4382,0,,True,1.0,b-c,"""b-c""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12926, ""output_tokens"": 36, ""reasoning_output_tokens"": 28}",f2ac983f9582410126f582b4606eb2a095f39ef42b130c7873364ceac06d0a95,3404d235442a62faf208278d03ef48df77d28d1e71ab371f4109043aeb376de0,2026-09-05T01:51:32.052911+00:00
coding_011:atkinson-hyperlegible:11px:9145409ff28b,coding_011,1,coding,coding,sql;aggregate;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,125,61,4,2,8,9.6,9145409ff28b7ac710587879e1bc90971d8d02202e273f2f71d861aa781468ee,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-808b-71d0-ac2f-717bdc3345eb,5682,0,,True,1.0,COUNT(*),"""COUNT(*)""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12911, ""output_tokens"": 63, ""reasoning_output_tokens"": 55}",ee44d6ec7c295dd8a5ff81c85894f90452ae1cda3e6fba795b4fecdb2999a30f,dc7bdbb94deef5c68042280ec996b155bca7b5c87fc6244caed0e8245f8967ee,2026-09-05T01:51:35.193367+00:00
coding_012:atkinson-hyperlegible:11px:6c82131cfbea,coding_012,1,coding,coding,shell;command_generation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,121,61,4,2,8,9.6,6c82131cfbea731c4b90b7a7c48ec52e7836183d086adbff0c8132949d361d6f,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-85a9-7c71-a769-cc99463b2fc7,5522,0,,False,0.0,ls -la,"""ls -a""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12910, ""output_tokens"": 80, ""reasoning_output_tokens"": 71}",cb43ab36e219374e1822326f308b2963e44d6b0fcbcddd8aabb5e27f57f253ff,3fac10aa450a496873cc7e69cad9aa08dc7f6f2233e90cfc5d2cacdde32f1558,2026-09-05T01:51:36.374008+00:00
coding_013:atkinson-hyperlegible:11px:117baa7b472e,coding_013,1,coding,coding,regex;pattern_generation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,155,61,5,2,10,12.0,117baa7b472ea97706284fa1e778735e4b1edc3881b00aebea2274c342abae63,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-8a67-70d3-bec5-66380f650d16,5320,0,,True,1.0,^\d+$,"""^\\d+$""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12933, ""output_tokens"": 105, ""reasoning_output_tokens"": 96}",ca4c3d0f9c02a8cab80cd9636c652f7ed24271ea7f750cc1c65df4c6345e642c,f8c0938475be19b9dbef6728803e08d1900bf43d34c170ba9857779524c62bc9,2026-09-05T01:51:37.374053+00:00
coding_014:atkinson-hyperlegible:11px:45db296fdd34,coding_014,1,coding,coding,css;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,149,61,5,2,10,12.0,45db296fdd344b6dc4996b46f8dd14d07b8d752add4e53840bd7c293842661a0,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-8d11-7520-bf69-da93fd7b8842,4585,0,,True,1.0,display: none;,"""display: none;""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12909, ""output_tokens"": 66, ""reasoning_output_tokens"": 56}",f1ef8b5162bfb45130ecbe681b68e1071492b63ebfc9ed9d28f74c3b507c4322,9b7f6aa994b97a2909d0fd457050b87c23de1c34ef6e8d943dc6211753c533d3,2026-09-05T01:51:37.324586+00:00
coding_015:atkinson-hyperlegible:11px:1e5a6275dff1,coding_015,1,coding,coding,html;markup_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,114,61,4,2,8,9.6,1e5a6275dff1bd3067b79bc4467b2fd4fac804725156f70b1369767561af50ba,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-9646-71f1-a427-8b94dff16a2b,5296,0,,True,1.0,<br>,"""<br>""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12915, ""output_tokens"": 69, ""reasoning_output_tokens"": 61}",abf107ce1b353856ca50ad9407834d133d96b1e31bcc1b70136d6fee0eee31e1,bfb5ae9aaaa74b3a6aa9945e5208f2317a01ef49bd2f4d94a1ad62dad9e6ff16,2026-09-05T01:51:40.490141+00:00
coding_016:atkinson-hyperlegible:11px:e67259d1dcd3,coding_016,1,coding,coding,python;bug_fix;off_by_one,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,126,61,4,2,8,9.6,e67259d1dcd3d0260624c1d4d7566ffac2455bfdc71cbc85943aa65cf958e16b,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-9b39-7902-b2a9-841030e342f0,5710,0,,True,1.0,range(4),"""range(4)""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12915, ""output_tokens"": 89, ""reasoning_output_tokens"": 79}",782fdddc985928bc3acd325099ebf3c97b8695aa5f0bfe51a80b003d992a2b12,56ff2625ade55ce88cf0a91f283d3d76ef31ea411cc3ace03d04817b3dd56a44,2026-09-05T01:51:42.085033+00:00
coding_017:atkinson-hyperlegible:11px:2cc587348c45,coding_017,1,coding,coding,javascript;bug_fix;comparison,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,160,61,5,2,10,12.0,2cc587348c4548d7c89d775b3332980eabdcd7bb3a139671bdb06d21efdff5e6,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-9f01-7a83-9664-eb1f35c08be2,4611,0,,True,1.0,status === 'ready',"""status === 'ready'""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12920, ""output_tokens"": 72, ""reasoning_output_tokens"": 61}",0be20368ce78c89c79ccc17f6d7dc5693172fed358f39c99bf849b2c091240af,0eb799579e82b52a3f4820eb45a340b8238ddc2083279ed4c19cba628cd779a0,2026-09-05T01:51:41.936496+00:00
coding_018:atkinson-hyperlegible:11px:c047940d5cf5,coding_018,1,coding,coding,python;state_tracking;json_output,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,96,85,3,3,9,10.799999999999999,c047940d5cf5d6304784142dd56c94999cd0e91ff4acf022257c0346f8372d0f,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-9f48-7f93-b31a-5e783db1c787,6503,0,,True,1.0,"{""a"":3,""b"":7}","{""a"": 3, ""b"": 7}","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12918, ""output_tokens"": 148, ""reasoning_output_tokens"": 133}",7d52e8975d9f45e7cbcd6a089e1110e336522799e3eee476fb9eee26762931f7,1c929e5719e83bb9511a1be9601989c183b443fc90e6c88c5dcc810e7f58c888,2026-09-05T01:51:43.878528+00:00
coding_019:atkinson-hyperlegible:11px:1467a3401d98,coding_019,1,coding,coding,python;slice;code_completion,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,160,49,5,2,10,12.0,1467a3401d984dc3d2f8316860ba3c87ece773406c40ebdc2118684c7e55080e,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-aafc-7db3-bc4c-47bb249cced6,5813,0,,True,1.0,items[1:],"""items[1:]""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12929, ""output_tokens"": 52, ""reasoning_output_tokens"": 42}",48e881ce107a180c6404efe110323a8dae5c0f1cae9324b9e5c87fdb6e3630cc,46735e88f4427bda5f1affea8ea0b70dc1ee0221d1a0dd05fcc19192c9b153c5,2026-09-05T01:51:46.304295+00:00
coding_020:atkinson-hyperlegible:11px:f044ff7024af,coding_020,1,coding,coding,git;command_generation,atkinson-hyperlegible,Atkinson Hyperlegible,11,1,1,160,61,5,2,10,12.0,f044ff7024af10d1678800b323bc47f8de0372777f896b7de64db61aed7ef627,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-b122-7e73-b8ae-ba5a130fbaba,9390,0,,False,0.0,"`git status` was run, but the environment returned a sandbox networking error before producing status output.","""git status""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 20992, ""input_tokens"": 25812, ""output_tokens"": 244, ""reasoning_output_tokens"": 137}",4f94a56bcd1c61657e9d68c3ca99823b4779eedbf8e8eb8c460f7bf0f3e773fb,ae84ebfa09f3066f32b8642fbe8b7cef34367dc4af5f5c700254e86e35fe737f,2026-09-05T01:51:51.327077+00:00
semantic_001:atkinson-hyperlegible:12px:2ba6d119a781,semantic_001,1,semantic_selection,noncoding,selection;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,149,25,5,1,5,6.0,2ba6d119a781b6ea88559397d6c47d54787f69aa8c5a35e9607f4379b639e311,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-b286-7e42-8eb6-54ce0829ee14,7204,0,,True,1.0,Montreal,"""Montreal""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12913, ""output_tokens"": 40, ""reasoning_output_tokens"": 32}",40b0e846efe9a109846ffc0829af50e42ce0489375994ad40362e80c976b6b19,6b72b9eb4a9b03e2b8935fc96c5bf1d5d5e6d6bf673ab03a9e94f68b623bb08a,2026-09-05T01:51:49.290331+00:00
semantic_002:atkinson-hyperlegible:12px:953ad9f55d1e,semantic_002,1,semantic_selection,noncoding,minimum;selection;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,157,25,5,1,5,6.0,953ad9f55d1e65c989ad854759378e27111e2e437e411ba8084d986718929c74,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-b8c7-7343-838b-9e67caef9431,4091,0,,True,1.0,otter,"""otter""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12920, ""output_tokens"": 51, ""reasoning_output_tokens"": 43}",7d7588df18f3c001366202f8e4add6ca613c03fdff75fbc0ff12488cd66a30e2,33c0615c818b29719e4bc35c8514ee4b8a1c24aba7a4afbee7ad106a1d390f31,2026-09-05T01:51:47.973313+00:00
negation_001:atkinson-hyperlegible:12px:a912dc1bdaf0,negation_001,1,negation,noncoding,not;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,82,49,3,2,6,7.199999999999999,a912dc1bdaf0f272b4c4f35a67f88e7129c90e1ca5fb1e5adf5207629ab2f762,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-c1b4-7122-8721-ec79977e2a64,4346,0,,True,1.0,banana,"""banana""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12916, ""output_tokens"": 45, ""reasoning_output_tokens"": 38}",f87e916b364aa0b9345186d0a2132f82a3c624a5242720aae9ea58b97f2833a4,ae392015d712e925056aa165a20f03c7b38860fec3dd59f2999f8c788c95ac45,2026-09-05T01:51:50.652159+00:00
negation_002:atkinson-hyperlegible:12px:c6d4498e366d,negation_002,1,negation,noncoding,except;ordering;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,125,61,4,2,8,9.6,c6d4498e366de64b2725ac1770a3ae2bae4969cfaba3f3239eadc904039e80ba,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-c849-7873-abca-7c8c8685c0bc,5027,0,,True,1.0,"red
green
yellow","[""red"", ""green"", ""yellow""]","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 53, ""reasoning_output_tokens"": 42}",9651aeaee8ec93fcf51b5a61872a56e85671a7b005339ab2f737369dab545e5a,ea51a96b10183ec80737c7e1496f0c042d8d09f54e5c43c607609a730d14f34c,2026-09-05T01:51:53.001549+00:00
negation_003:atkinson-hyperlegible:12px:958c8c1afa6f,negation_003,1,negation,noncoding,ignore;ranking;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,124,61,4,2,8,9.6,958c8c1afa6fdda121759ae4eb18e3530d9c7c726255ce08e8acc4638ee7d63a,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-cdb2-7de2-9311-a000f9bd6f58,5069,0,,True,1.0,A,"""A""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12934, ""output_tokens"": 76, ""reasoning_output_tokens"": 69}",5e8da1b5d5b9ce7731d178971370485e421d6782391d8f0f38f44e2e1d02e857,c62f5320f02f81a821de7cbf80e9122a8d3700721781d7e5d3d02e8f912d1a6e,2026-09-05T01:51:54.360711+00:00
conditional_001:atkinson-hyperlegible:12px:9a56160464e7,conditional_001,1,conditional,noncoding,strict_threshold;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,128,61,4,2,8,9.6,9a56160464e7417f0b7356c7b7724ca2c783cfc0a40323b0c14309388e8f823b,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,2,01a06f43-e363-75f3-87b6-666c19182f48,4469,0,,True,1.0,LOW,"""LOW""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12911, ""output_tokens"": 45, ""reasoning_output_tokens"": 38}",82405719c0c9580d45965cf7ec5c5e71cebf569372b5160d07185723c70c56f4,736064cbf4aa1733936ff5298ddf848a2846b01929f04f93ce33a03080c68962,2026-09-05T01:51:59.270168+00:00
conditional_002:atkinson-hyperlegible:12px:c86d07f198e0,conditional_002,1,conditional,noncoding,presence;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,140,61,5,2,10,12.0,c86d07f198e0fd7d468ef7c018bf66a624fd9b46441085faceefe6097fae1a78,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-d59c-7ee3-85cd-5294a562aa97,4199,0,,False,0.0,true,"""2026-08-31""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12934, ""output_tokens"": 49, ""reasoning_output_tokens"": 42}",96c82200650a902b6e8d48cf0e2f0c86fc7132b4677534eed72dba19de311567,89d227f31e78ecee708a6c7d3b88a8a7526e4d84bbcee5b0e222b2378738dafc,2026-09-05T01:51:55.527391+00:00
conditional_003:atkinson-hyperlegible:12px:d694d9966b87,conditional_003,1,conditional,noncoding,and_condition;non_coding,atkinson-hyperlegible,Atkinson Hyperlegible,12,1,1,95,85,3,3,9,10.799999999999999,d694d9966b87c56ef6b100a579c1763331d5a1022a6baf44232ce1cb78468b54,7fb917c89019896d0b52ee84b7cbb3304c18cb90b19a62f5e32712bd23e97669,gpt-5.6-luna,1,01a06f43-dbe6-7de3-ab07-a50571e1880e,5321,0,,True,1.0,REVIEW,"""REVIEW""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12914, ""output_tokens"": 45, ""reasoning_output_tokens"": 37}",edf684b0f3dde6860eeec6a7447f0aefeec8a0f0b796b1da1150c138a1d1cbd7,b5704abd67aebb83005a70a42a42c0ac8fba2dfa424c340c42f4da42b16a8071,2026-09-05T01:51:58.325532+00:00
